"tollgate_id","time_window","direction","volume"
"3","[2016-10-08 09:20:00,2016-10-08 09:40:00)","1","127"
"2","[2016-10-08 09:20:00,2016-10-08 09:40:00)","0","99"
"1","[2016-10-08 09:40:00,2016-10-08 10:00:00)","0","38"
"1","[2016-10-08 09:40:00,2016-10-08 10:00:00)","1","130"
"3","[2016-10-08 09:40:00,2016-10-08 10:00:00)","0","120"
"3","[2016-10-08 09:40:00,2016-10-08 10:00:00)","1","101"
"2","[2016-10-08 09:40:00,2016-10-08 10:00:00)","0","86"
"1","[2016-10-08 17:00:00,2016-10-08 17:20:00)","0","37"
"1","[2016-10-08 17:00:00,2016-10-08 17:20:00)","1","92"
"3","[2016-10-08 17:00:00,2016-10-08 17:20:00)","0","99"
"3","[2016-10-08 17:00:00,2016-10-08 17:20:00)","1","87"
"2","[2016-10-08 17:00:00,2016-10-08 17:20:00)","0","63"
"1","[2016-10-08 17:20:00,2016-10-08 17:40:00)","0","23"
"1","[2016-10-08 17:20:00,2016-10-08 17:40:00)","1","109"
"3","[2016-10-08 17:20:00,2016-10-08 17:40:00)","0","106"
"3","[2016-10-08 17:20:00,2016-10-08 17:40:00)","1","88"
"2","[2016-10-08 17:20:00,2016-10-08 17:40:00)","0","60"
"1","[2016-10-08 17:40:00,2016-10-08 18:00:00)","0","26"
"1","[2016-10-08 17:40:00,2016-10-08 18:00:00)","1","104"
"3","[2016-10-08 17:40:00,2016-10-08 18:00:00)","0","99"
"3","[2016-10-08 17:40:00,2016-10-08 18:00:00)","1","89"
"2","[2016-10-08 17:40:00,2016-10-08 18:00:00)","0","60"
"1","[2016-10-08 18:00:00,2016-10-08 18:20:00)","0","20"
"1","[2016-10-08 18:00:00,2016-10-08 18:20:00)","1","84"
"3","[2016-10-08 18:00:00,2016-10-08 18:20:00)","0","72"
"3","[2016-10-08 18:00:00,2016-10-08 18:20:00)","1","61"
"2","[2016-10-08 18:00:00,2016-10-08 18:20:00)","0","46"
"1","[2016-10-08 18:20:00,2016-10-08 18:40:00)","0","28"
"1","[2016-10-08 18:20:00,2016-10-08 18:40:00)","1","70"
"3","[2016-10-08 18:20:00,2016-10-08 18:40:00)","0","66"
"3","[2016-10-08 18:20:00,2016-10-08 18:40:00)","1","71"
"2","[2016-10-08 18:20:00,2016-10-08 18:40:00)","0","54"
"1","[2016-10-08 18:40:00,2016-10-08 19:00:00)","0","20"
"1","[2016-10-08 18:40:00,2016-10-08 19:00:00)","1","61"
"3","[2016-10-08 18:40:00,2016-10-08 19:00:00)","0","52"
"3","[2016-10-08 18:40:00,2016-10-08 19:00:00)","1","81"
"2","[2016-10-08 18:40:00,2016-10-08 19:00:00)","0","37"
"1","[2016-10-09 08:00:00,2016-10-09 08:20:00)","0","46"
"1","[2016-10-09 08:00:00,2016-10-09 08:20:00)","1","117"
"3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","0","136"
"3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","1","112"
"2","[2016-10-09 08:00:00,2016-10-09 08:20:00)","0","125"
"1","[2016-10-09 08:20:00,2016-10-09 08:40:00)","0","39"
"1","[2016-10-09 08:20:00,2016-10-09 08:40:00)","1","121"
"3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","0","156"
"3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","1","109"
"2","[2016-10-09 08:20:00,2016-10-09 08:40:00)","0","114"
"1","[2016-10-09 08:40:00,2016-10-09 09:00:00)","0","35"
"1","[2016-10-09 08:40:00,2016-10-09 09:00:00)","1","103"
"3","[2016-10-09 08:40:00,2016-10-09 09:00:00)","0","145"
"3","[2016-10-09 08:40:00,2016-10-09 09:00:00)","1","105"
"2","[2016-10-09 08:40:00,2016-10-09 09:00:00)","0","113"
"1","[2016-10-09 09:00:00,2016-10-09 09:20:00)","0","45"
"1","[2016-10-09 09:00:00,2016-10-09 09:20:00)","1","127"
"3","[2016-10-09 09:00:00,2016-10-09 09:20:00)","0","128"
"3","[2016-10-09 09:00:00,2016-10-09 09:20:00)","1","109"
"2","[2016-10-09 09:00:00,2016-10-09 09:20:00)","0","125"
"1","[2016-10-09 09:20:00,2016-10-09 09:40:00)","0","41"
"1","[2016-10-09 09:20:00,2016-10-09 09:40:00)","1","93"
"3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","0","122"
"3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","1","102"
"2","[2016-10-09 09:20:00,2016-10-09 09:40:00)","0","94"
"1","[2016-10-09 09:40:00,2016-10-09 10:00:00)","0","41"
"1","[2016-10-09 09:40:00,2016-10-09 10:00:00)","1","75"
"3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","0","97"
"3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","1","82"
"2","[2016-10-09 09:40:00,2016-10-09 10:00:00)","0","80"
"1","[2016-10-09 17:00:00,2016-10-09 17:20:00)","0","33"
"1","[2016-10-09 17:00:00,2016-10-09 17:20:00)","1","127"
"3","[2016-10-09 17:00:00,2016-10-09 17:20:00)","0","113"
"3","[2016-10-09 17:00:00,2016-10-09 17:20:00)","1","76"
"2","[2016-10-09 17:00:00,2016-10-09 17:20:00)","0","69"
"1","[2016-10-09 17:20:00,2016-10-09 17:40:00)","0","28"
"1","[2016-10-09 17:20:00,2016-10-09 17:40:00)","1","110"
"3","[2016-10-09 17:20:00,2016-10-09 17:40:00)","0","99"
"3","[2016-10-09 17:20:00,2016-10-09 17:40:00)","1","91"
"2","[2016-10-09 17:20:00,2016-10-09 17:40:00)","0","83"
"1","[2016-10-09 17:40:00,2016-10-09 18:00:00)","0","32"
"1","[2016-10-09 17:40:00,2016-10-09 18:00:00)","1","105"
"3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","0","98"
"3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","1","93"
"2","[2016-10-09 17:40:00,2016-10-09 18:00:00)","0","73"
"1","[2016-10-09 18:00:00,2016-10-09 18:20:00)","0","20"
"1","[2016-10-09 18:00:00,2016-10-09 18:20:00)","1","56"
"3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","0","88"
"3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","1","70"
"2","[2016-10-09 18:00:00,2016-10-09 18:20:00)","0","70"
"1","[2016-10-09 18:20:00,2016-10-09 18:40:00)","0","29"
"1","[2016-10-09 18:20:00,2016-10-09 18:40:00)","1","80"
"3","[2016-10-09 18:20:00,2016-10-09 18:40:00)","0","62"
"3","[2016-10-09 18:20:00,2016-10-09 18:40:00)","1","80"
"2","[2016-10-09 18:20:00,2016-10-09 18:40:00)","0","48"
"1","[2016-10-09 18:40:00,2016-10-09 19:00:00)","0","23"
"1","[2016-10-09 18:40:00,2016-10-09 19:00:00)","1","56"
"3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","0","64"
"3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","1","73"
"2","[2016-10-09 18:40:00,2016-10-09 19:00:00)","0","54"
"1","[2016-10-10 08:00:00,2016-10-10 08:20:00)","0","47"
"1","[2016-10-10 08:00:00,2016-10-10 08:20:00)","1","111"
"3","[2016-10-10 08:00:00,2016-10-10 08:20:00)","0","153"
"3","[2016-10-10 08:00:00,2016-10-10 08:20:00)","1","124"
"2","[2016-10-10 08:00:00,2016-10-10 08:20:00)","0","129"
"1","[2016-10-10 08:20:00,2016-10-10 08:40:00)","0","44"
"1","[2016-10-10 08:20:00,2016-10-10 08:40:00)","1","114"
"3","[2016-10-10 08:20:00,2016-10-10 08:40:00)","0","150"
"3","[2016-10-10 08:20:00,2016-10-10 08:40:00)","1","99"
"2","[2016-10-10 08:20:00,2016-10-10 08:40:00)","0","120"
"1","[2016-10-10 08:40:00,2016-10-10 09:00:00)","0","57"
"1","[2016-10-10 08:40:00,2016-10-10 09:00:00)","1","103"
"3","[2016-10-10 08:40:00,2016-10-10 09:00:00)","0","135"
"3","[2016-10-10 08:40:00,2016-10-10 09:00:00)","1","138"
"2","[2016-10-10 08:40:00,2016-10-10 09:00:00)","0","117"
"1","[2016-10-10 09:00:00,2016-10-10 09:20:00)","0","51"
"1","[2016-10-10 09:00:00,2016-10-10 09:20:00)","1","131"
"3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","0","141"
"3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","1","120"
"2","[2016-10-10 09:00:00,2016-10-10 09:20:00)","0","121"
"1","[2016-10-10 09:20:00,2016-10-10 09:40:00)","0","44"
"1","[2016-10-10 09:20:00,2016-10-10 09:40:00)","1","123"
"3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","0","153"
"3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","1","109"
"2","[2016-10-10 09:20:00,2016-10-10 09:40:00)","0","92"
"1","[2016-10-10 09:40:00,2016-10-10 10:00:00)","0","53"
"1","[2016-10-10 09:40:00,2016-10-10 10:00:00)","1","107"
"3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","0","114"
"3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","1","95"
"2","[2016-10-10 09:40:00,2016-10-10 10:00:00)","0","90"
"1","[2016-10-10 17:00:00,2016-10-10 17:20:00)","0","41"
"1","[2016-10-10 17:00:00,2016-10-10 17:20:00)","1","109"
"3","[2016-10-10 17:00:00,2016-10-10 17:20:00)","0","110"
"3","[2016-10-10 17:00:00,2016-10-10 17:20:00)","1","79"
"2","[2016-10-10 17:00:00,2016-10-10 17:20:00)","0","85"
"1","[2016-10-10 17:20:00,2016-10-10 17:40:00)","0","22"
"1","[2016-10-10 17:20:00,2016-10-10 17:40:00)","1","124"
"3","[2016-10-10 17:20:00,2016-10-10 17:40:00)","0","121"
"3","[2016-10-10 17:20:00,2016-10-10 17:40:00)","1","94"
"2","[2016-10-10 17:20:00,2016-10-10 17:40:00)","0","65"
"1","[2016-10-10 17:40:00,2016-10-10 18:00:00)","0","16"
"1","[2016-10-10 17:40:00,2016-10-10 18:00:00)","1","110"
"3","[2016-10-10 17:40:00,2016-10-10 18:00:00)","0","88"
"3","[2016-10-10 17:40:00,2016-10-10 18:00:00)","1","117"
"2","[2016-10-10 17:40:00,2016-10-10 18:00:00)","0","55"
"1","[2016-10-10 18:00:00,2016-10-10 18:20:00)","0","20"
"1","[2016-10-10 18:00:00,2016-10-10 18:20:00)","1","53"
"3","[2016-10-10 18:00:00,2016-10-10 18:20:00)","0","71"
"3","[2016-10-10 18:00:00,2016-10-10 18:20:00)","1","63"
"2","[2016-10-10 18:00:00,2016-10-10 18:20:00)","0","59"
"1","[2016-10-10 18:20:00,2016-10-10 18:40:00)","0","28"
"1","[2016-10-10 18:20:00,2016-10-10 18:40:00)","1","81"
"3","[2016-10-10 18:20:00,2016-10-10 18:40:00)","0","79"
"3","[2016-10-10 18:20:00,2016-10-10 18:40:00)","1","64"
"2","[2016-10-10 18:20:00,2016-10-10 18:40:00)","0","53"
"1","[2016-10-10 18:40:00,2016-10-10 19:00:00)","0","23"
"1","[2016-10-10 18:40:00,2016-10-10 19:00:00)","1","71"
"3","[2016-10-10 18:40:00,2016-10-10 19:00:00)","0","64"
"3","[2016-10-10 18:40:00,2016-10-10 19:00:00)","1","72"
"2","[2016-10-10 18:40:00,2016-10-10 19:00:00)","0","41"
"1","[2016-10-11 08:00:00,2016-10-11 08:20:00)","0","49"
"1","[2016-10-11 08:00:00,2016-10-11 08:20:00)","1","130"
"3","[2016-10-11 08:00:00,2016-10-11 08:20:00)","0","168"
"3","[2016-10-11 08:00:00,2016-10-11 08:20:00)","1","116"
"2","[2016-10-11 08:00:00,2016-10-11 08:20:00)","0","122"
"1","[2016-10-11 08:20:00,2016-10-11 08:40:00)","0","49"
"1","[2016-10-11 08:20:00,2016-10-11 08:40:00)","1","108"
"3","[2016-10-11 08:20:00,2016-10-11 08:40:00)","0","136"
"3","[2016-10-11 08:20:00,2016-10-11 08:40:00)","1","111"
"2","[2016-10-11 08:20:00,2016-10-11 08:40:00)","0","106"
"1","[2016-10-11 08:40:00,2016-10-11 09:00:00)","0","40"
"1","[2016-10-11 08:40:00,2016-10-11 09:00:00)","1","126"
"3","[2016-10-11 08:40:00,2016-10-11 09:00:00)","0","172"
"3","[2016-10-11 08:40:00,2016-10-11 09:00:00)","1","129"
"2","[2016-10-11 08:40:00,2016-10-11 09:00:00)","0","123"
"1","[2016-10-11 09:00:00,2016-10-11 09:20:00)","0","45"
"1","[2016-10-11 09:00:00,2016-10-11 09:20:00)","1","129"
"3","[2016-10-11 09:00:00,2016-10-11 09:20:00)","0","141"
"3","[2016-10-11 09:00:00,2016-10-11 09:20:00)","1","118"
"2","[2016-10-11 09:00:00,2016-10-11 09:20:00)","0","106"
"1","[2016-10-11 09:20:00,2016-10-11 09:40:00)","0","47"
"1","[2016-10-11 09:20:00,2016-10-11 09:40:00)","1","108"
"3","[2016-10-11 09:20:00,2016-10-11 09:40:00)","0","122"
"3","[2016-10-11 09:20:00,2016-10-11 09:40:00)","1","115"
"2","[2016-10-11 09:20:00,2016-10-11 09:40:00)","0","92"
"1","[2016-10-11 09:40:00,2016-10-11 10:00:00)","0","44"
"1","[2016-10-11 09:40:00,2016-10-11 10:00:00)","1","123"
"3","[2016-10-11 09:40:00,2016-10-11 10:00:00)","0","122"
"3","[2016-10-11 09:40:00,2016-10-11 10:00:00)","1","92"
"2","[2016-10-11 09:40:00,2016-10-11 10:00:00)","0","71"
"1","[2016-10-11 17:00:00,2016-10-11 17:20:00)","0","39"
"1","[2016-10-11 17:00:00,2016-10-11 17:20:00)","1","75"
"3","[2016-10-11 17:00:00,2016-10-11 17:20:00)","0","114"
"3","[2016-10-11 17:00:00,2016-10-11 17:20:00)","1","98"
"2","[2016-10-11 17:00:00,2016-10-11 17:20:00)","0","95"
"1","[2016-10-11 17:20:00,2016-10-11 17:40:00)","0","30"
"1","[2016-10-11 17:20:00,2016-10-11 17:40:00)","1","93"
"3","[2016-10-11 17:20:00,2016-10-11 17:40:00)","0","118"
"3","[2016-10-11 17:20:00,2016-10-11 17:40:00)","1","89"
"2","[2016-10-11 17:20:00,2016-10-11 17:40:00)","0","66"
"1","[2016-10-11 17:40:00,2016-10-11 18:00:00)","0","24"
"1","[2016-10-11 17:40:00,2016-10-11 18:00:00)","1","109"
"3","[2016-10-11 17:40:00,2016-10-11 18:00:00)","0","111"
"3","[2016-10-11 17:40:00,2016-10-11 18:00:00)","1","118"
"2","[2016-10-11 17:40:00,2016-10-11 18:00:00)","0","76"
"1","[2016-10-11 18:00:00,2016-10-11 18:20:00)","0","27"
"1","[2016-10-11 18:00:00,2016-10-11 18:20:00)","1","66"
"3","[2016-10-11 18:00:00,2016-10-11 18:20:00)","0","105"
"3","[2016-10-11 18:00:00,2016-10-11 18:20:00)","1","78"
"2","[2016-10-11 18:00:00,2016-10-11 18:20:00)","0","54"
"1","[2016-10-11 18:20:00,2016-10-11 18:40:00)","0","33"
"1","[2016-10-11 18:20:00,2016-10-11 18:40:00)","1","83"
"3","[2016-10-11 18:20:00,2016-10-11 18:40:00)","0","72"
"3","[2016-10-11 18:20:00,2016-10-11 18:40:00)","1","76"
"2","[2016-10-11 18:20:00,2016-10-11 18:40:00)","0","56"
"1","[2016-10-11 18:40:00,2016-10-11 19:00:00)","0","25"
"1","[2016-10-11 18:40:00,2016-10-11 19:00:00)","1","62"
"3","[2016-10-11 18:40:00,2016-10-11 19:00:00)","0","60"
"3","[2016-10-11 18:40:00,2016-10-11 19:00:00)","1","75"
"2","[2016-10-11 18:40:00,2016-10-11 19:00:00)","0","50"
"1","[2016-10-12 08:00:00,2016-10-12 08:20:00)","0","45"
"1","[2016-10-12 08:00:00,2016-10-12 08:20:00)","1","114"
"3","[2016-10-12 08:00:00,2016-10-12 08:20:00)","0","151"
"3","[2016-10-12 08:00:00,2016-10-12 08:20:00)","1","99"
"2","[2016-10-12 08:00:00,2016-10-12 08:20:00)","0","129"
"1","[2016-10-12 08:20:00,2016-10-12 08:40:00)","0","54"
"1","[2016-10-12 08:20:00,2016-10-12 08:40:00)","1","111"
"3","[2016-10-12 08:20:00,2016-10-12 08:40:00)","0","146"
"3","[2016-10-12 08:20:00,2016-10-12 08:40:00)","1","114"
"2","[2016-10-12 08:20:00,2016-10-12 08:40:00)","0","124"
"1","[2016-10-12 08:40:00,2016-10-12 09:00:00)","0","55"
"1","[2016-10-12 08:40:00,2016-10-12 09:00:00)","1","109"
"3","[2016-10-12 08:40:00,2016-10-12 09:00:00)","0","160"
"3","[2016-10-12 08:40:00,2016-10-12 09:00:00)","1","137"
"2","[2016-10-12 08:40:00,2016-10-12 09:00:00)","0","114"
"1","[2016-10-12 09:00:00,2016-10-12 09:20:00)","0","44"
"1","[2016-10-12 09:00:00,2016-10-12 09:20:00)","1","122"
"3","[2016-10-12 09:00:00,2016-10-12 09:20:00)","0","146"
"3","[2016-10-12 09:00:00,2016-10-12 09:20:00)","1","109"
"2","[2016-10-12 09:00:00,2016-10-12 09:20:00)","0","112"
"1","[2016-10-12 09:20:00,2016-10-12 09:40:00)","0","51"
"1","[2016-10-12 09:20:00,2016-10-12 09:40:00)","1","116"
"3","[2016-10-12 09:20:00,2016-10-12 09:40:00)","0","107"
"3","[2016-10-12 09:20:00,2016-10-12 09:40:00)","1","114"
"2","[2016-10-12 09:20:00,2016-10-12 09:40:00)","0","108"
"1","[2016-10-12 09:40:00,2016-10-12 10:00:00)","0","34"
"1","[2016-10-12 09:40:00,2016-10-12 10:00:00)","1","100"
"3","[2016-10-12 09:40:00,2016-10-12 10:00:00)","0","112"
"3","[2016-10-12 09:40:00,2016-10-12 10:00:00)","1","107"
"2","[2016-10-12 09:40:00,2016-10-12 10:00:00)","0","86"
"1","[2016-10-12 17:00:00,2016-10-12 17:20:00)","0","42"
"1","[2016-10-12 17:00:00,2016-10-12 17:20:00)","1","89"
"3","[2016-10-12 17:00:00,2016-10-12 17:20:00)","0","111"
"3","[2016-10-12 17:00:00,2016-10-12 17:20:00)","1","99"
"2","[2016-10-12 17:00:00,2016-10-12 17:20:00)","0","81"
"1","[2016-10-12 17:20:00,2016-10-12 17:40:00)","0","26"
"1","[2016-10-12 17:20:00,2016-10-12 17:40:00)","1","132"
"3","[2016-10-12 17:20:00,2016-10-12 17:40:00)","0","139"
"3","[2016-10-12 17:20:00,2016-10-12 17:40:00)","1","88"
"2","[2016-10-12 17:20:00,2016-10-12 17:40:00)","0","82"
"1","[2016-10-12 17:40:00,2016-10-12 18:00:00)","0","26"
"1","[2016-10-12 17:40:00,2016-10-12 18:00:00)","1","129"
"3","[2016-10-12 17:40:00,2016-10-12 18:00:00)","0","99"
"3","[2016-10-12 17:40:00,2016-10-12 18:00:00)","1","90"
"2","[2016-10-12 17:40:00,2016-10-12 18:00:00)","0","76"
"1","[2016-10-12 18:00:00,2016-10-12 18:20:00)","0","29"
"1","[2016-10-12 18:00:00,2016-10-12 18:20:00)","1","48"
"3","[2016-10-12 18:00:00,2016-10-12 18:20:00)","0","89"
"3","[2016-10-12 18:00:00,2016-10-12 18:20:00)","1","88"
"2","[2016-10-12 18:00:00,2016-10-12 18:20:00)","0","66"
"1","[2016-10-12 18:20:00,2016-10-12 18:40:00)","0","25"
"1","[2016-10-12 18:20:00,2016-10-12 18:40:00)","1","82"
"3","[2016-10-12 18:20:00,2016-10-12 18:40:00)","0","91"
"3","[2016-10-12 18:20:00,2016-10-12 18:40:00)","1","59"
"2","[2016-10-12 18:20:00,2016-10-12 18:40:00)","0","66"
"1","[2016-10-12 18:40:00,2016-10-12 19:00:00)","0","21"
"1","[2016-10-12 18:40:00,2016-10-12 19:00:00)","1","66"
"3","[2016-10-12 18:40:00,2016-10-12 19:00:00)","0","50"
"3","[2016-10-12 18:40:00,2016-10-12 19:00:00)","1","99"
"2","[2016-10-12 18:40:00,2016-10-12 19:00:00)","0","55"
"1","[2016-10-13 08:00:00,2016-10-13 08:20:00)","0","51"
"1","[2016-10-13 08:00:00,2016-10-13 08:20:00)","1","107"
"3","[2016-10-13 08:00:00,2016-10-13 08:20:00)","0","162"
"3","[2016-10-13 08:00:00,2016-10-13 08:20:00)","1","119"
"2","[2016-10-13 08:00:00,2016-10-13 08:20:00)","0","112"
"1","[2016-10-13 08:20:00,2016-10-13 08:40:00)","0","59"
"1","[2016-10-13 08:20:00,2016-10-13 08:40:00)","1","114"
"3","[2016-10-13 08:20:00,2016-10-13 08:40:00)","0","157"
"3","[2016-10-13 08:20:00,2016-10-13 08:40:00)","1","115"
"2","[2016-10-13 08:20:00,2016-10-13 08:40:00)","0","121"
"1","[2016-10-13 08:40:00,2016-10-13 09:00:00)","0","42"
"1","[2016-10-13 08:40:00,2016-10-13 09:00:00)","1","130"
"3","[2016-10-13 08:40:00,2016-10-13 09:00:00)","0","148"
"3","[2016-10-13 08:40:00,2016-10-13 09:00:00)","1","131"
"2","[2016-10-13 08:40:00,2016-10-13 09:00:00)","0","121"
"1","[2016-10-13 09:00:00,2016-10-13 09:20:00)","0","65"
"1","[2016-10-13 09:00:00,2016-10-13 09:20:00)","1","122"
"3","[2016-10-13 09:00:00,2016-10-13 09:20:00)","0","148"
"3","[2016-10-13 09:00:00,2016-10-13 09:20:00)","1","112"
"2","[2016-10-13 09:00:00,2016-10-13 09:20:00)","0","127"
"1","[2016-10-13 09:20:00,2016-10-13 09:40:00)","0","46"
"1","[2016-10-13 09:20:00,2016-10-13 09:40:00)","1","98"
"3","[2016-10-13 09:20:00,2016-10-13 09:40:00)","0","140"
"3","[2016-10-13 09:20:00,2016-10-13 09:40:00)","1","118"
"2","[2016-10-13 09:20:00,2016-10-13 09:40:00)","0","101"
"1","[2016-10-13 09:40:00,2016-10-13 10:00:00)","0","59"
"1","[2016-10-13 09:40:00,2016-10-13 10:00:00)","1","114"
"3","[2016-10-13 09:40:00,2016-10-13 10:00:00)","0","131"
"3","[2016-10-13 09:40:00,2016-10-13 10:00:00)","1","94"
"2","[2016-10-13 09:40:00,2016-10-13 10:00:00)","0","77"
"1","[2016-10-13 17:00:00,2016-10-13 17:20:00)","0","54"
"1","[2016-10-13 17:00:00,2016-10-13 17:20:00)","1","114"
"3","[2016-10-13 17:00:00,2016-10-13 17:20:00)","0","114"
"3","[2016-10-13 17:00:00,2016-10-13 17:20:00)","1","88"
"2","[2016-10-13 17:00:00,2016-10-13 17:20:00)","0","77"
"1","[2016-10-13 17:20:00,2016-10-13 17:40:00)","0","45"
"1","[2016-10-13 17:20:00,2016-10-13 17:40:00)","1","94"
"3","[2016-10-13 17:20:00,2016-10-13 17:40:00)","0","123"
"3","[2016-10-13 17:20:00,2016-10-13 17:40:00)","1","96"
"2","[2016-10-13 17:20:00,2016-10-13 17:40:00)","0","80"
"1","[2016-10-13 17:40:00,2016-10-13 18:00:00)","0","39"
"1","[2016-10-13 17:40:00,2016-10-13 18:00:00)","1","120"
"3","[2016-10-13 17:40:00,2016-10-13 18:00:00)","0","113"
"3","[2016-10-13 17:40:00,2016-10-13 18:00:00)","1","105"
"2","[2016-10-13 17:40:00,2016-10-13 18:00:00)","0","80"
"1","[2016-10-13 18:00:00,2016-10-13 18:20:00)","0","34"
"1","[2016-10-13 18:00:00,2016-10-13 18:20:00)","1","53"
"3","[2016-10-13 18:00:00,2016-10-13 18:20:00)","0","89"
"3","[2016-10-13 18:00:00,2016-10-13 18:20:00)","1","87"
"2","[2016-10-13 18:00:00,2016-10-13 18:20:00)","0","73"
"1","[2016-10-13 18:20:00,2016-10-13 18:40:00)","0","33"
"1","[2016-10-13 18:20:00,2016-10-13 18:40:00)","1","73"
"3","[2016-10-13 18:20:00,2016-10-13 18:40:00)","0","70"
"3","[2016-10-13 18:20:00,2016-10-13 18:40:00)","1","80"
"2","[2016-10-13 18:20:00,2016-10-13 18:40:00)","0","70"
"1","[2016-10-13 18:40:00,2016-10-13 19:00:00)","0","23"
"1","[2016-10-13 18:40:00,2016-10-13 19:00:00)","1","76"
"3","[2016-10-13 18:40:00,2016-10-13 19:00:00)","0","64"
"3","[2016-10-13 18:40:00,2016-10-13 19:00:00)","1","75"
"2","[2016-10-13 18:40:00,2016-10-13 19:00:00)","0","52"
"1","[2016-10-14 08:00:00,2016-10-14 08:20:00)","0","34"
"1","[2016-10-14 08:00:00,2016-10-14 08:20:00)","1","108"
"3","[2016-10-14 08:00:00,2016-10-14 08:20:00)","0","158"
"3","[2016-10-14 08:00:00,2016-10-14 08:20:00)","1","99"
"2","[2016-10-14 08:00:00,2016-10-14 08:20:00)","0","112"
"1","[2016-10-14 08:20:00,2016-10-14 08:40:00)","0","59"
"1","[2016-10-14 08:20:00,2016-10-14 08:40:00)","1","107"
"3","[2016-10-14 08:20:00,2016-10-14 08:40:00)","0","180"
"3","[2016-10-14 08:20:00,2016-10-14 08:40:00)","1","134"
"2","[2016-10-14 08:20:00,2016-10-14 08:40:00)","0","132"
"1","[2016-10-14 08:40:00,2016-10-14 09:00:00)","0","46"
"1","[2016-10-14 08:40:00,2016-10-14 09:00:00)","1","108"
"3","[2016-10-14 08:40:00,2016-10-14 09:00:00)","0","146"
"3","[2016-10-14 08:40:00,2016-10-14 09:00:00)","1","127"
"2","[2016-10-14 08:40:00,2016-10-14 09:00:00)","0","141"
"1","[2016-10-14 09:00:00,2016-10-14 09:20:00)","0","44"
"1","[2016-10-14 09:00:00,2016-10-14 09:20:00)","1","126"
"3","[2016-10-14 09:00:00,2016-10-14 09:20:00)","0","161"
"3","[2016-10-14 09:00:00,2016-10-14 09:20:00)","1","125"
"2","[2016-10-14 09:00:00,2016-10-14 09:20:00)","0","105"
"1","[2016-10-14 09:20:00,2016-10-14 09:40:00)","0","48"
"1","[2016-10-14 09:20:00,2016-10-14 09:40:00)","1","111"
"3","[2016-10-14 09:20:00,2016-10-14 09:40:00)","0","140"
"3","[2016-10-14 09:20:00,2016-10-14 09:40:00)","1","100"
"2","[2016-10-14 09:20:00,2016-10-14 09:40:00)","0","117"
"1","[2016-10-14 09:40:00,2016-10-14 10:00:00)","0","45"
"1","[2016-10-14 09:40:00,2016-10-14 10:00:00)","1","152"
"3","[2016-10-14 09:40:00,2016-10-14 10:00:00)","0","129"
"3","[2016-10-14 09:40:00,2016-10-14 10:00:00)","1","105"
"2","[2016-10-14 09:40:00,2016-10-14 10:00:00)","0","77"
"1","[2016-10-14 17:00:00,2016-10-14 17:20:00)","0","44"
"1","[2016-10-14 17:00:00,2016-10-14 17:20:00)","1","122"
"3","[2016-10-14 17:00:00,2016-10-14 17:20:00)","0","146"
"3","[2016-10-14 17:00:00,2016-10-14 17:20:00)","1","112"
"2","[2016-10-14 17:00:00,2016-10-14 17:20:00)","0","83"
"1","[2016-10-14 17:20:00,2016-10-14 17:40:00)","0","47"
"1","[2016-10-14 17:20:00,2016-10-14 17:40:00)","1","132"
"3","[2016-10-14 17:20:00,2016-10-14 17:40:00)","0","122"
"3","[2016-10-14 17:20:00,2016-10-14 17:40:00)","1","107"
"2","[2016-10-14 17:20:00,2016-10-14 17:40:00)","0","98"
"1","[2016-10-14 17:40:00,2016-10-14 18:00:00)","0","39"
"1","[2016-10-14 17:40:00,2016-10-14 18:00:00)","1","135"
"3","[2016-10-14 17:40:00,2016-10-14 18:00:00)","0","112"
"3","[2016-10-14 17:40:00,2016-10-14 18:00:00)","1","128"
"2","[2016-10-14 17:40:00,2016-10-14 18:00:00)","0","79"
"1","[2016-10-14 18:00:00,2016-10-14 18:20:00)","0","35"
"1","[2016-10-14 18:00:00,2016-10-14 18:20:00)","1","89"
"3","[2016-10-14 18:00:00,2016-10-14 18:20:00)","0","74"
"3","[2016-10-14 18:00:00,2016-10-14 18:20:00)","1","125"
"2","[2016-10-14 18:00:00,2016-10-14 18:20:00)","0","71"
"1","[2016-10-14 18:20:00,2016-10-14 18:40:00)","0","30"
